comment_id,label,comment_text,caption,image_url
17856320674144450,1,I love it!!!!!,We've made contact 👽 Grab #MarsHolographic now on milkmakeup.com or @Sephora,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/e15/18298337_1442715622694689_2036896782817951744_n.jpg
17866518400092989,1,"Je participe, et pour moi se sera Sì de Giorgio Armani 😍",🎁 Woop woop ! ⚡️Jeu-concours de folie spécial fête des mères 👸🏻👸🏼👸🏽👸🏾👸🏿 On vous fait gagner ce sublime coffret rempli avec 6 de nos #SephoraFantastiquesParfums 😍 Vous avez jusqu'à dimanche pour suivre notre compte @sephorafrance et nous dire en commentaires le parfum que vous avez le plus hâte de tester parmi @armanibeauty @yslbeauty @lancomeofficial @kenzoparfums @muglerofficial et @givenchybeauty ! On tirera au sort 5 gagnant(e)s la semaine prochaine... 🔥 Ready ??! ❤️ Règlement : #linkinbio,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18444845_1826675200927057_3906327194422476800_n.jpg
17868713089097272,1,Thank you!!💗,"Lovely look by @beautybycassie93 using our lipliner in ""So Sweet"" with #OFRAXNikkieTutorials 🔮Nude Potion🔮 liquid lipstick and our brow gel in ""Khaki""!!😍👌 Use the code ""beautybycassie93"" for 30% off OFRACosmetics.com💓 #OFRA #OFRACosmetics",https://scontent-lga3-1.cdninstagram.com/t51.2885-15/e35/18299680_1893626387585961_87872320751796224_n.jpg
17855738932178298,0,Such a hot colors...,It’s a gloss it’s a stain it’s an empowering lipstick – VERNIS À LÈVRES is the best at everything it does. Don’t believe us? Just click in the bio to check that fact and create your own playlist of shades!  #yslbeauty #makeup #beauty #lipstick #mylipvibes #vernisalevres #lips,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18382620_860883730731119_846725142817013760_n.jpg
17879882521026401,2,@lostgirl570,GUESS WHAT?! We're offering FREE shipping on ALL orders until Sunday! Tell a friend 👯👯‍♂️⤵️ *link in bio! 🖤 #crueltyfreebeauty,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.53.844.844/17126663_125767981317120_6165885067664031744_n.jpg
17866369423085967,3,😍❤😍😘,Eye focus @ashleyhawmakeup  BROWS: #Dipbrow in Dark Brown & concealer shade 0.5 to clean up  EYES: Modern Renaissance Palette  #anastasiabeverlyhills #modernrenaissance,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.110.928.928/18380741_217034455458245_5891269076415676416_n.jpg
17866194220087456,2,@92till bright lol,So creamy it glides on like a dream 😍 @beautybyabrahamsen swatches our Liquid Suede Cream Lipstick in 'Brooklyn Thorn' 'Soft Spoken' 'Sandstorm' 'Tea & Cookies' 'Respect The Pink' and 'Pink Lust' 🙌 || #nyxcosmetics #nyxprofessionalmakeup,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/e15/18381855_230764807407010_999376608458440704_n.jpg
17879582365025551,-1,Sunscreen that I have used before that isn't water resistant runs into my eyes when I sweat and really burns. That is my only concern with the sunscreen 😅😬,☀️ IT'S HERE!!! ☀️ Truly transparent weightless protection from sun damage ❌ pollution ❌ and free radicals ❌ Yours on Glossier.com,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/18444197_136703346874657_2476419151497789440_n.jpg
17868671581117178,1,J'aimerais trop gagner et j'adore le black ❤️❤️💄,🎁 Woop woop ! ⚡️Jeu-concours de folie spécial fête des mères 👸🏻👸🏼👸🏽👸🏾👸🏿 On vous fait gagner ce sublime coffret rempli avec 6 de nos #SephoraFantastiquesParfums 😍 Vous avez jusqu'à dimanche pour suivre notre compte @sephorafrance et nous dire en commentaires le parfum que vous avez le plus hâte de tester parmi @armanibeauty @yslbeauty @lancomeofficial @kenzoparfums @muglerofficial et @givenchybeauty ! On tirera au sort 5 gagnant(e)s la semaine prochaine... 🔥 Ready ??! ❤️ Règlement : #linkinbio,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18444845_1826675200927057_3906327194422476800_n.jpg
17858493715134345,1,😍,Soft creamy CHARM Velvet Liquid Lipstick! Available now 💗 #Velvets,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18443907_545091202546075_4016687302511165440_n.jpg
17854997953172333,3,I need to try everythingggg 😩👌,Summer newness just landed on milkmakeup.com and @Sephora ⚡️ #linkinbio,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18253176_287149588397176_8375230108880863232_n.jpg
17857421008146515,2,@ipsy my glam bag came wrapped this month and it was the cutest thing ever 😍 keep it up!!,🍋 Celebrating #ipsySummerFriday with this lemonade inspired beauty look! Watch makeup artist @lesleydoesmakeup as she transforms Rumble Card's art to create a look that pays homage to Queen Bey 👑 #ipsyArtSquared,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18380123_1970936536476406_7767690539431886848_n.jpg
17856804781151102,1,💗,Capture the complete @ChrissyTeigen glow with these new #BECCABFFs. Start with a fresh hydrating base courtesy of our First Light Priming Filter and apply our #1PumpToPerfection Ultimate Coverage Complexion Crème for a flawless base. Then use the NEW #BECCAxCHRISSY Glow Face Palette to add a natural bronze pop of coral colour and irresistible #BECCAGlow to your complexion!  All available now on BECCACosmetics.com - shop now using the link in our bio. ✨,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18299113_202491320261112_2755244592948314112_n.jpg
17879144320016231,-1,@swh.mx 😮 je les ai appelé hier et on m'a dit qu'ils ne les avaient pas encore recu et que je devais rappelle mardi matin... super 😡 Tu as vu les highlight aussi ?,C'est officiel. La palette Natural Love de @toofaced arrive mardi en exclu chez Sephora !! Qui a hâte de la découvrir ? 😍 #tfnaturaleyes #naturallove #makeupaddict,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18253079_196037740915141_5661722444746981376_n.jpg
17856042829161740,0,فولو هنا بليز يا جماعة,Talk flirty to me! 💅🏽 Pack these #benefit essentials in your bag for the perfect pink-me-up!,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18299227_792488030924564_6273561847689904128_n.jpg
17866284277082372,2,@liberate_love omg I need this ❤️,🌷Lolita Cheek and Eye Blush🌷⠀ Our most loved Everlasting Liquid Lipstick shade will now be available in a blush/eyeshadow version for a limited time! 😍⠀ Coming to @Sephora next month! ⠀ #vegan #crueltyfreebeauty,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18382269_124163941478567_5298427718277267456_n.jpg
17880676486057039,2,"@avawilber Thanks for reaching out! ipsyCare responds to all emails within 24-48 hours, we'll help you out as soon as we can!",Vacay is a state of mind. 😎  And blue underliner like @lynettecenee‘s will take you there. Give it a try and tag us #ipsysummerfriday,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18298581_1279436655508977_2705733464090476544_n.jpg
17880473785011444,3,I love this so much Staz is the PERFECT choice for YSL! So glad to see someone so refreshing,@yostazyo our new rock icon epitomizes the rock and rebel mindset of the woman that dresses her lips with our liquid hit VERNIS À LÈVRES. Flirting with the intoxicating red of her ultra-glossy lips she feels the boom of the beat.  #yslbeauty #makeup #beauty #lipstick #mylipvibes #vernisalevres #lips,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/e15/18380342_1689471871347008_3781855004915138560_n.jpg
17867488786120361,2,@birdisthewordxo,For that sun-kissed glow any time of the year ☀️ (product shown: Pink Leopard Bronzer) #toofaced,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1080.1080/18298947_203300363520651_2125308809160163328_n.jpg
17855489380191987,2,What order do u use this in one's skincare routine? I definitely want to try this!,No greasiness. No white finish. No effect on makeup. No excuse not to wear Invisible Shield SPF 35 every. single. day.,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/e15/18380598_1706507166314917_1833650928847159296_n.jpg
17868886039097172,2,@katvondbeauty you should absolutely look at @succuvus 's feed. She would make the most incredible addition to the artistry team! Xx,This is one delicious lip look 😍💗@naturallyerratic using #EverlastingLipLiner in Coven and Roxy and #EverlastingLiquidLipstick in #KDUB 🍭🍬 #katvondbeauty #vegan,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s480x480/e35/18380803_986992504776753_5716096425771663360_n.jpg
17880836203025334,1,I want to try something that will actually look like my skin!,[This sweepstakes is now closed. We will DM the winners shortly] Want to #SeePerfectSkin? We’re giving away 10 of these special boxes featuring a Skin Foundation Stick and Skin Foundation SPF 15 in your perfect shade. All you have to do is like this picture and comment below saying why you want to try our #SkinFoundation for a chance to win! 📷 @ivanakorda •  No purchase necessary. Starts May 12 2017 at 9:00 AM EDT and ends May 13 2017 at 8:59 AM EDT. Open to US residents only excluding Rhode Island. Link in bio for official rules.,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/18443881_1548822595130260_5994373004761497600_n.jpg
17874630655070463,1,😎,Link in bio.,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18298854_305042566594897_2694739318475325440_n.jpg
17866308991095950,1,💖,Bronze Looks ✨,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18443100_1782091908773777_1593042381274349568_n.jpg
17858323774138793,1,@figureskater1209 because you help me enter giveaways 😂,🌸 LOVE BITE GIVEAWAY 🌸 For a chance to win this coveted set tag who you love and comment why you love them! We will randomly select two comments on Wednesday May 10th at 5PM EST. (Must be 18+ and have a North American address.) The Love BITE set contains The Multistick in Gelato The Multistick in Cashew Prismatic Pearl Crème Lip Gloss in Rose Pearl with a rose mirror all in a collectible BITE tin.,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18299973_220880945072548_166939159682875392_n.jpg
17868550669112183,1,Je participe j'ai vrm trop envie de tester le black opium omg 😍,🎁 Woop woop ! ⚡️Jeu-concours de folie spécial fête des mères 👸🏻👸🏼👸🏽👸🏾👸🏿 On vous fait gagner ce sublime coffret rempli avec 6 de nos #SephoraFantastiquesParfums 😍 Vous avez jusqu'à dimanche pour suivre notre compte @sephorafrance et nous dire en commentaires le parfum que vous avez le plus hâte de tester parmi @armanibeauty @yslbeauty @lancomeofficial @kenzoparfums @muglerofficial et @givenchybeauty ! On tirera au sort 5 gagnant(e)s la semaine prochaine... 🔥 Ready ??! ❤️ Règlement : #linkinbio,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18444845_1826675200927057_3906327194422476800_n.jpg
17874725074065108,3,😍😍😍😍😍😍,We're the three best friends that anybody could have 😉 #tfbornthisway #betterthansex #toofaced,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18380836_1558653177480409_2414525511666499584_n.jpg
17879653363052111,2,@helenjanemolton,Moon Jelly lip gloss 🌙 @naye0na  #anastasiabeverlyhills #moonjelly,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18381733_1845755229009093_8975611965007200256_n.jpg
17857066816144740,1,J adorerais trop tester le black opium de Yves St Laurent 😚,🎁 Woop woop ! ⚡️Jeu-concours de folie spécial fête des mères 👸🏻👸🏼👸🏽👸🏾👸🏿 On vous fait gagner ce sublime coffret rempli avec 6 de nos #SephoraFantastiquesParfums 😍 Vous avez jusqu'à dimanche pour suivre notre compte @sephorafrance et nous dire en commentaires le parfum que vous avez le plus hâte de tester parmi @armanibeauty @yslbeauty @lancomeofficial @kenzoparfums @muglerofficial et @givenchybeauty ! On tirera au sort 5 gagnant(e)s la semaine prochaine... 🔥 Ready ??! ❤️ Règlement : #linkinbio,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18444845_1826675200927057_3906327194422476800_n.jpg
17867761459123491,1,Yessss!!!!!!!!,Link in bio.,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18298854_305042566594897_2694739318475325440_n.jpg
17879717380017586,2,Omg that's so pretty @joannaverdyck,🚨 NEW PRODUCT ALERT: You asked...we delivered! 🤗Introducing Liquid Suede Metallic Matte!! ⭐️ We created 12 statement shades that'll elevate your lippie game! 🤘🤘🤘 Click the LINK IN BIO to be the first to know when this collection drops! 🙌😍 Lippie Suede Metallic Matte model: @jkissamakeup 💋 || #nyxcosmetics #nyxprofessionalmakeup,https://scontent-lga3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18445025_373761206358092_6732374568058486784_n.jpg
